complaint_id,filename,sha256,classification,tier,label,reasons,officer_count,has_sustained,incident_date
22-0539,PPD_22-0539.txt,d0363d43164cd876d0588a7898480dbb19a5887141db742547a0f1bc2376ffd4,LACK OF SERVICE,0,negative,,1,False,2022-02-01
22-0540,PPD_22-0540.txt,23043ff0f3c4e210481e487eebf336cec50ae06c8db942baa6608d6a25eab98e,DEPARTMENTAL VIOLATIONS,0,negative,,3,True,2022-11-12
22-0541,PPD_22-0541.txt,e59a375c64073f6ed5572f595e64f56474f13e03ef9dee3b65136b5c659eee97,LACK OF SERVICE,0,negative,,3,True,2022-09-30
22-0542,PPD_22-0542.txt,5ec7fe55e871a9ebddfd8957c5734f4461811b84b14c9db4e35370ffbda2badd,LACK OF SERVICE,0,negative,,4,False,
22-0543,PPD_22-0543.txt,a8c3ce7a0a5df124818cd9929fb0799add262becf7d08fd788ecba8dff60090e,LACK OF SERVICE,0,negative,,1,False,2022-09-13
22-0544,PPD_22-0544.txt,e347b2f90e252c60081f52ab7b5e6680d6f412f698b74f8848398320a06c220e,LACK OF SERVICE,0,negative,,1,False,2022-11-16
22-0545,PPD_22-0545.txt,e0e282930a60fbc273d1a94d2510b43254ef34408856c7dc22f2154b24cb7d38,LACK OF SERVICE,0,negative,,1,False,
22-0546,PPD_22-0546.txt,c46552287b321db0de6556bc0bfac5ff6961bb295111ed5a051a27a4908f614b,DEPARTMENTAL VIOLATIONS,0,negative,,6,True,2022-11-15
22-0547,PPD_22-0547.txt,3b088d4f43992c1e9081793c2364356688544ffda6afd6c0c77cf56cbf3f373d,LACK OF SERVICE,0,negative,,1,False,2022-10-10
25-0474,PPD_25-0474.txt,ddd7a8e106ac2ed5baf0d4cd7c42e29b5cf129c0d5d5c6dc720cde6676011e39,PHYSICAL ABUSE,0,negative,,1,False,2025-08-21
22-0548,PPD_22-0548.txt,9c9062a49b51a7b9a5f95e5fdcdd52922e3048df9d38c35097b1d62310619168,LACK OF SERVICE,0,negative,,8,True,2022-09-11
22-0549,PPD_22-0549.txt,a34ea83a528645a6d817ab48b1056381d6692775ff9bf5fa3543fcb1a0603589,LACK OF SERVICE,0,negative,,3,True,2021-08-18
22-0550,PPD_22-0550.txt,85156b7dd796a1087c013872408c852a6cb4d0adfc7c59c03ce6014a6d39fe68,UNPROFESSIONAL CONDUCT,0,negative,,1,False,2022-11-23
22-0551,PPD_22-0551.txt,ebad26f9d0824677a00e56e4df6f5fa8eaaf264ba9795d15f404a8e1367e906a,HARASSMENT,0,negative,,4,False,2022-11-24
22-0552,PPD_22-0552.txt,eafe218698f3191a1bcc8f606497c80b36e03fa3e8fea36cf1143de85cbca58d,LACK OF SERVICE,0,negative,,1,False,2022-11-18
22-0553,PPD_22-0553.txt,86cbc481dcd52b4887375b5ada1b5dd0fbc9ee93e28558f52dcf0e242906ce57,DEPARTMENTAL VIOLATIONS,0,negative,,3,False,2022-09-16
22-0554,PPD_22-0554.txt,d5b8af48d0086dc4021239caaba40e5d18fb9be02f81f2ad19e52c0a57b7ac08,LACK OF SERVICE,0,negative,,1,False,2022-11-16
22-0555,PPD_22-0555.txt,827443f3d44fc41dc0887353c5da7a3cb32e7789a5259a41b514618b97251d97,VERBAL ABUSE,0,negative,,1,False,2022-11-20
22-0556,PPD_22-0556.txt,fc3285d398d2f9314ea462de09e6bb5548207c3f5df89c31802db9dc33ec4e37,VERBAL ABUSE,0,negative,,1,False,2022-11-19
22-0557,PPD_22-0557.txt,b9534c287a33441f533bb6f62e57d793e1b8c86341aceaf1dca983a5d2c04335,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2022-11-19
22-0558,PPD_22-0558.txt,c1b407438e3546b440d3de4cb4db6dedf8c62276358813670ce6ea79c9de2c31,VERBAL ABUSE,0,negative,,1,False,2022-11-21
22-0559,PPD_22-0559.txt,ae1965d8faa0e57077660981ccf91fa9c0de50a70384ead631485c2169e5216b,CIVIL RIGHTS COMPLAINT,0,negative,,4,False,2022-10-24
22-0560,PPD_22-0560.txt,0e566d35f6ed971f65aaa80bb9fbdf0a651f66fdc6daa412858afee0152525e2,DEPARTMENTAL VIOLATIONS,0,negative,,1,True,
22-0561,PPD_22-0561.txt,ff223649231b766444643f04026c96179fd1e4c1136287eaf4e110e7c6aa13e5,LACK OF SERVICE,0,negative,,2,False,2022-10-18
23-0465,PPD_23-0465.txt,639bc8de10e4394d29159fdb12e793509ba4bec2e0265e63ed15c2fd908d1775,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,8,True,2023-11-10
22-0562,PPD_22-0562.txt,c9be1c4c90fcdee78c46dcac44474d4291b200cf83e83e26cfb68ff5d6c8261a,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2022-11-02
22-0563,PPD_22-0563.txt,3dd4dd79d49b60640624d7bee1385a154b04d081615b5546742b103dc6f02f96,DEPARTMENTAL VIOLATIONS,0,negative,,6,True,2022-11-23
22-0564,PPD_22-0564.txt,ed3d20c0ddb85686cdcadd9329b70d3dc7146fb15d8263e04e4795e6fdf174a9,CIVIL RIGHTS COMPLAINT,0,negative,,2,False,2022-11-24
22-0565,PPD_22-0565.txt,3357272966fb244931e68b002f0f618c6c320ec41e57fc7bb6e0fddd41f9ba98,LACK OF SERVICE,0,negative,,1,False,2022-11-24
22-0566,PPD_22-0566.txt,eab9a73ceeaad45558d5821aea112a8b7f9c2a5bcf097e2ccd5c524d34cc6e24,PHYSICAL ABUSE,0,negative,,1,False,2022-11-24
22-0567,PPD_22-0567.txt,af39db486ae6b780307b7765ffae263391477dc909ec4346f73da1e3b1028e55,VERBAL ABUSE,0,negative,,2,False,2022-11-30
22-0568,PPD_22-0568.txt,9bd114ca0130e99daa00125d026faf87cc5496be0f37cfb1dab76d1c6b2e0b0b,PHYSICAL ABUSE,0,negative,,8,False,2022-11-25
22-0569,PPD_22-0569.txt,406fead0bbc56167edd96a7dbf75dd254a745ead7c8a70e5fc34e346f60a9b95,LACK OF SERVICE,0,negative,,1,False,2022-10-30
22-0570,PPD_22-0570.txt,061ae4c423b1ede5d387ac5afcb59576a053ed130e6200ed53ad223190f0173d,DEPARTMENTAL VIOLATIONS,0,negative,,2,True,2022-08-31
22-0571,PPD_22-0571.txt,8c858740ae9db1a8b2c492d0032ccbf8dad8bfdd9f98d31288071229db0b3939,DEPARTMENTAL VIOLATIONS,0,negative,,3,True,2022-11-24
22-0572,PPD_22-0572.txt,d2e66b8469acdbda3287c7a360407cac39b504a4b9c9b83fc0766ed83bd75dbc,HARASSMENT,0,negative,,1,True,2022-11-28
22-0573,PPD_22-0573.txt,85a75be45ea626534e2e3f1ce9bd3b5310c8d8074e162213d04af5da24ceccc6,CIVIL RIGHTS COMPLAINT,2,giglio_relevant,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings),5,False,2022-11-28
22-0599,PPD_22-0599.txt,a6af05b539083b4bef88d845bcec178cb0ef7def4baeee95cd8d6cb1d5b5f2c4,UNPROFESSIONAL CONDUCT,0,negative,,2,True,2022-12-12
22-0574,PPD_22-0574.txt,58f8d04f1f78970ee2e4dd05eb518063ab78b3b9ced93030a38e77ce3b39622e,LACK OF SERVICE,0,negative,,1,False,2021-12-06
22-0575,PPD_22-0575.txt,cbb093afbbcffe8ac915941b37ba32ae999602f2d1dc04e281f160c9794962a2,DEPARTMENTAL VIOLATIONS,0,negative,,6,False,
22-0576,PPD_22-0576.txt,795820dcf02a91bec7e4593d58462c93fbb18616e85bcb28ae9f4a53e86e6126,DEPARTMENTAL VIOLATIONS,0,negative,,5,True,
22-0577,PPD_22-0577.txt,906a20df512852e0fc1f078e2b702d0297eb090a4baeff8cf452ed3daec3f8e7,LACK OF SERVICE,0,negative,,1,False,2022-12-02
22-0578,PPD_22-0578.txt,81927fc068a336afa5c8f791ab058a909df817ff2da9afe76fc3656be1a68e64,DEPARTMENTAL VIOLATIONS,2,giglio_relevant,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings),1,False,2022-12-01
22-0579,PPD_22-0579.txt,fc41080f2bc07ef5a5972dfad432d01dd7e8fa2ba6e5e40586c0a339e82271aa,PHYSICAL ABUSE,0,negative,,2,False,2022-12-04
22-0580,PPD_22-0580.txt,117d1ae3db8bda90b63f6b307d10990af47e2c08c2feff5a5c4f720cb55a1864,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,2022-09-12
22-0581,PPD_22-0581.txt,59ac21ad2f57e55710fe9faa5a4ed0539d363e99ced12c573ab1973ab5127b1d,UNPROFESSIONAL CONDUCT,0,negative,,2,False,2022-11-25
22-0582,PPD_22-0582.txt,0e6532ec76a51ea23c12a6ba0af4df7419588a99754863664f9c8d1adb50213e,PHYSICAL ABUSE,0,negative,,1,False,2018-01-13
22-0583,PPD_22-0583.txt,a424d74ba0783ea911d81187555c2d4393132cfdb9ba63667e7261b1a909f0aa,PHYSICAL ABUSE,0,negative,,2,False,2022-11-18
22-0584,PPD_22-0584.txt,5cf5be7cd118b41d172b51d869668ce9942a77c68edc4068edd8810063e53e5f,LACK OF SERVICE,0,negative,,1,False,2022-05-02
22-0585,PPD_22-0585.txt,05c644b54da3829d25d8631efbb62c04683cc9562a51c8f7227f128825cf1da3,DEPARTMENTAL VIOLATIONS,2,giglio_relevant,Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings); Criminal Allegation (No Sustained Findings),2,False,2021-08-15
22-0586,PPD_22-0586.txt,3b97692ab17440ef840c520c4872609be602c56f498f47a7ddadf1ee6bc3bf54,VERBAL ABUSE,0,negative,,1,False,
22-0587,PPD_22-0587.txt,8e2f983603e4286e6fb3467859a51cfba6dcc129d90daf5199858c3731e0e128,LACK OF SERVICE,0,negative,,1,False,2022-12-05
22-0588,PPD_22-0588.txt,a87b01cc5464761c2f48a7def1a0ab496344d132e10371ed1ea061eda788b69b,LACK OF SERVICE,0,negative,,1,False,2022-09-21
22-0616,PPD_22-0616.txt,b909de1c395dc898629f1f71e5d1488903eb899f6f46db963141df3f7d343e90,LACK OF SERVICE,0,negative,,1,False,2022-12-18
22-0589,PPD_22-0589.txt,490a590bd999305d1a9b5a73fc3656f055ef6d3098c264800b05208cb8bcb472,DEPARTMENTAL VIOLATIONS,0,negative,,7,False,2022-12-06
22-0590,PPD_22-0590.txt,ef131898c971c1247d828d15ddf3cbbbf3461b3e9e402451c7738c00b107d0cc,VERBAL ABUSE,0,negative,,1,False,2022-07-03
22-0591,PPD_22-0591.txt,295a31d0e0ef8cb6cf9353103e8ead55f1c82fdb54f389896d349d46efc756c1,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2022-12-06
25-0405,PPD_25-0405.txt,c05548c71c3187b01b9dbe7aa085a4de2fc9f65e3a8e3bcb2ce0cac27b29256b,DEPARTMENTAL VIOLATIONS,0,negative,,4,False,2025-07-05
22-0592,PPD_22-0592.txt,ea8b9dd2e5104ef42e002259dd8daeb7e36066d92c37b0a19814ba4a3514012c,LACK OF SERVICE,0,negative,,1,True,2022-07-29
22-0593,PPD_22-0593.txt,bc54c1d37b297a97135b71787728d52db6d0743ada9fd6f0c660991172536b2b,UNPROFESSIONAL CONDUCT,0,negative,,2,False,2022-12-04
22-0594,PPD_22-0594.txt,83b0f1c4d43ce8cba1a36d4537a092dafe8575706d8177f8bee381264829f5e4,NON-INVESTIGATORY INCIDENT,0,negative,,1,False,2022-12-10
22-0595,PPD_22-0595.txt,685d4cd4188c0741e2f0a17e6b3bb5516e79fe07f681ce2553e17a20e3dd8f9e,HARASSMENT,0,negative,,3,True,2022-12-10
22-0596,PPD_22-0596.txt,a717496c28feb00e49f712cb7e95ca872a81ac0008fa0e9e801b05d3fc4ebca7,LACK OF SERVICE,0,negative,,2,True,2022-11-24
22-0597,PPD_22-0597.txt,df6734b926b00caba41d1965a8c839fd07cf34accdf66f5c5b9aaccb07961338,UNPROFESSIONAL CONDUCT,0,negative,,1,False,2022-12-10
22-0598,PPD_22-0598.txt,f8f76eeb09257f2ac1a476db8809cf95e7ce2ea34e1cf599f9e7ba0ee9fead12,UNPROFESSIONAL CONDUCT,0,negative,,2,False,2022-12-12
22-0617,PPD_22-0617.txt,0abaa7c15e22836cf3e5fb9d6f0bfc08bb983a19d122f0ca7c05242f00617d37,SEXUAL CRIME/MISCONDUCT,0,negative,,5,True,2022-11-04
22-0600,PPD_22-0600.txt,5d0e4dfe40e82db674489777da4d431f8f08c6566bc8f2ccf920103be8b5f164,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2022-04-21
22-0601,PPD_22-0601.txt,949352dff762f890c56d4151e4244bc2dd5997a2f92e77caab3b8a17b98418a4,LACK OF SERVICE,0,negative,,2,False,2022-12-13
22-0602,PPD_22-0602.txt,1275432485a84ed28b02fc690e1b5d7fa0a72308d836e2f635decafb157d8c5c,LACK OF SERVICE,0,negative,,2,False,2022-12-13
22-0603,PPD_22-0603.txt,49c7fbf59e61855298da38120b855de5cb74f4fd4af02d45686fc04f4f5d413e,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,2022-12-17
22-0604,PPD_22-0604.txt,06de98f5d91b43f4fc0de6168c2b2affc2048808608a3b698182f037e095a560,DEPARTMENTAL VIOLATIONS,0,negative,,4,False,2022-12-12
22-0605,PPD_22-0605.txt,df9e5fdcb0082b657d13571492192a4b5be854ec383ed6ff86fa32c0385f3692,VERBAL ABUSE,0,negative,,1,False,2022-12-19
22-0606,PPD_22-0606.txt,a26afc5cdc15423f47aaa26ff184fb87f370dc9a0169a5455bacbc00042ecbf1,DEPARTMENTAL VIOLATIONS,0,negative,,2,True,2022-12-19
22-0607,PPD_22-0607.txt,8719adadc7acf79c8da88355e0c09d79b928e2cd817a75eab55ffc3859122a58,VERBAL ABUSE,0,negative,,1,False,2022-12-18
22-0608,PPD_22-0608.txt,c849d49f0f777783b8b665ae52b9830bc7c746614cafd4fcc48e8396310c8a5d,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2022-12-09
22-0609,PPD_22-0609.txt,c0f6f3bcb4467970e253d3b4637f25992f88dafb6860d96a7252fc46bf8e37c5,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,2022-12-17
22-0610,PPD_22-0610.txt,69ee6c0b050e1164cce21db4031cbaa6e833cd192a9bdeaf0ab510ce1e0df1ac,LACK OF SERVICE,0,negative,,1,False,2022-12-21
22-0611,PPD_22-0611.txt,3aea9876a91aa4aab2f3d27f912e740bd277d7ee420e1e770d4b73ed6a174264,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2022-12-08
22-0612,PPD_22-0612.txt,acbd1c7c811ea3a12ca31684fd271f08499ccf0c290d80849c05f0d36e109826,DEPARTMENTAL VIOLATIONS,0,negative,,9,True,2022-12-24
22-0613,PPD_22-0613.txt,8ec4f117e0bf7fc8f80a34f3ecbd615f1a77087170d21cd891461744a2c724f4,LACK OF SERVICE,0,negative,,1,False,2022-12-22
22-0614,PPD_22-0614.txt,8e99f1d6c1382d00259b9a20984ca5831d23eff35d19541d75bf567dd488ae06,HARASSMENT,0,negative,,12,False,2022-12-09
22-0615,PPD_22-0615.txt,a50a33c1d8d02f5261ab0f900d24c86ca2434272ae3ea9986d6545ebf0ba09c9,LACK OF SERVICE,0,negative,,2,False,2022-12-23
22-0620,PPD_22-0620.txt,78745d56cc32f22102e8b02fc09981dfc2c25cd5ee14094835a6c0f5a26a044e,DEPARTMENTAL VIOLATIONS,0,negative,,4,False,2022-12-29
22-0621,PPD_22-0621.txt,780d17a747a711fec7762a1785293286e8c4d0fbb6e83a8e0719fb053d79e5a4,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,16,True,2022-02-14
22-0622,PPD_22-0622.txt,ec2b9a8fcf32c2b01774806e51a1838cbbac32b456a3c079b4a674ab31f0d0be,LACK OF SERVICE,0,negative,,1,False,2022-12-30
22-0623,PPD_22-0623.txt,e8360f56a7f3f33b7866afd0b8ba35182ab6a1cd244665270c2da0a7a5e4e4eb,VERBAL ABUSE,0,negative,,1,False,2022-12-29
23-0001,PPD_23-0001.txt,918b071fa8d922fc31df0c957f775b871eee38bbe9efe1c031cb4f0963ce1c31,LACK OF SERVICE,0,negative,,6,True,2022-12-30
23-0002,PPD_23-0002.txt,1bf80daa8c1177a4871e77887f37e8ed936818b1a3b41cf6e202a3ac31722b21,LACK OF SERVICE,0,negative,,1,False,2022-05-23
23-0003,PPD_23-0003.txt,3fa8c5c6d2ccebe873b0fdb0c98a9ef756ea7e0892ef41e82a23288ce6febf2d,UNPROFESSIONAL CONDUCT,0,negative,,2,False,2023-01-03
25-0406,PPD_25-0406.txt,dcab7f49695406739c57dc33607cfb2ce45815de7dcd133f0b13a3406247dbdb,HARASSMENT,0,negative,,2,False,2025-05-26
23-0004,PPD_23-0004.txt,62c62156f4f72017adee99dcc4b1a4c5c798281a39517e19080c0b99bc296823,LACK OF SERVICE,0,negative,,2,False,2022-12-21
23-0005,PPD_23-0005.txt,e2aad442e6ddadf975febe7216bd671a2f6017376bda50df098e1026e0ba33fe,LACK OF SERVICE,0,negative,,8,True,2022-11-22
23-0006,PPD_23-0006.txt,756db637443d5e35980eb23f4e333374cefa79e69d092b5964e2d4762b52d443,VERBAL ABUSE,0,negative,,3,False,2023-01-03
23-0007,PPD_23-0007.txt,46b11044287a5188ef0f1405b763b130b0e3441450069680d6a7c972d0a08e4b,DEPARTMENTAL VIOLATIONS,0,negative,,1,True,2022-11-12
23-0008,PPD_23-0008.txt,fd16570e664f0a4756f35509a2a44be9bdf9753b5bf6c720bf1b9294acb0ec54,DEPARTMENTAL VIOLATIONS,0,negative,,3,False,2020-11-18
23-0009,PPD_23-0009.txt,8d68b3f911b4dcb54a071eec103cc72b573b9a3681f72a6717787d5f039cb67c,DEPARTMENTAL VIOLATIONS,0,negative,,1,True,2022-12-24
23-0050,PPD_23-0050.txt,9b7f7443c539e7137062c9e929e210a560b4922506051c4001a89f1461bbbfb5,UNPROFESSIONAL CONDUCT,0,negative,,1,False,2023-01-20
23-0010,PPD_23-0010.txt,2e4bf599d4b858aa8453e34eaef2cd2c9125f45fbf30e893e1ff02ba03e2a809,PHYSICAL ABUSE,0,negative,,1,False,2023-01-08
23-0011,PPD_23-0011.txt,1b96490205ca3215d6e0dbac69938e1489ea3941e274d5b8246dc1cd414fc3d0,LACK OF SERVICE,0,negative,,1,False,2022-01-07
23-0012,PPD_23-0012.txt,201dcf633a702adabbe95d63715947a91ed1f76c95c080ac5dfbe8711a308fb9,DEPARTMENTAL VIOLATIONS,0,negative,,5,True,2022-12-22
23-0013,PPD_23-0013.txt,1a2f48ab80de4e9c111ccce17ca36bc81d47ea38542e105a304bc88418f76236,HARASSMENT,0,negative,,3,True,2022-12-15
23-0014,PPD_23-0014.txt,8d3d9b0f5fa03e14b1f53c3e8dd1674cf109c2d2eff2d25be1992f43322d9d4d,LACK OF SERVICE,0,negative,,1,False,2022-06-04
23-0015,PPD_23-0015.txt,fd947b8e8c6d78b20ad855895a25e2ff7a69b5c1fb712690b67dc460799547f2,LACK OF SERVICE,0,negative,,1,False,2022-05-19
23-0016,PPD_23-0016.txt,248abe71d32b4628bff88e0dd19396ab5f4e9d8d78e94ce4214f93ac21c644d2,LACK OF SERVICE,0,negative,,1,False,2022-12-25
23-0017,PPD_23-0017.txt,ef45005cb6093639639d31f968da7f77f6da804c70f2d0aa6a17b00b6a7392f6,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,2023-01-03
23-0018,PPD_23-0018.txt,df7743c691d0dd540ec32a7d92f9fa16c9c4e4c90a010f746135a5d986cbdba1,DEPARTMENTAL VIOLATIONS,0,negative,,4,False,2022-11-18
23-0019,PPD_23-0019.txt,2c7098fbd4237bd49dd0b97580dbd5118caf27c4edf3af82ba326009657f2d7e,PHYSICAL ABUSE,0,negative,,2,False,2023-01-05
23-0020,PPD_23-0020.txt,6fd91496dde2ccc23701644f4b6c5b724347a52f3a4b36f632da6a234cf4d78e,UNPROFESSIONAL CONDUCT,0,negative,,2,False,2022-09-29
23-0021,PPD_23-0021.txt,99967d348bdf251cba3d781a21711e0b63df6dd7e830c334654ab4b71c4d1fb7,PHYSICAL ABUSE,0,negative,,2,False,2022-01-25
23-0022,PPD_23-0022.txt,750236cccc90847c9596144e75b6a1d37c249a9a1f270f9f5cac6acd08c2e355,HARASSMENT,0,negative,,1,False,
23-0023,PPD_23-0023.txt,ee4d84ee74406e14c03f1cc269ea248442198c5353e70d8aa063afec21da3815,LACK OF SERVICE,0,negative,,10,True,2021-09-26
23-0024,PPD_23-0024.txt,6e98a95c5fe44ed95f1ee5e4bc1fdf4fa7d23c6eed7aa967f3485c187abf04f6,LACK OF SERVICE,0,negative,,1,False,2023-01-09
23-0025,PPD_23-0025.txt,dcfb602068fa5f791334ac528723b47f430cc64d3d72f0cf215ada9a2d46dd5f,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2023-01-17
23-0026,PPD_23-0026.txt,f4f2655c4738135569eb86bdba44bf7586a8331e0833e5bf43d44eeec34dfa17,VERBAL ABUSE,0,negative,,1,False,2023-01-16
23-0032,PPD_23-0032.txt,37353e2acd65ef97619b27bff419b982095dae202af455fd7983f18773612cac,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2023-01-17
23-0033,PPD_23-0033.txt,1c9aee760180ec3f72e7a9bc7efc5d450bfc6cbc27591fa54e95cd74e4f4862d,DEPARTMENTAL VIOLATIONS,0,negative,,3,True,2022-12-13
23-0034,PPD_23-0034.txt,78972d87f391b2640b64e9ded93d97c1efe03526c0d3fbe4667916f9725db61c,LACK OF SERVICE,0,negative,,2,False,2022-07-29
23-0035,PPD_23-0035.txt,f792fa972c4b489f9f935c8ef7012a88849e54f808742ef460d932db7eee7947,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2023-01-21
23-0036,PPD_23-0036.txt,1658c785dd6ddc53d4fdb447c4323a983615ae2c7433eb45a2c69ac268794db5,CIVIL RIGHTS COMPLAINT,0,negative,,2,False,2022-01-08
23-0037,PPD_23-0037.txt,5512398a1f0b4e693c97474c280186b025c314d0658ec16eda0ec038f521d44c,LACK OF SERVICE,0,negative,,3,True,2023-01-20
23-0038,PPD_23-0038.txt,54c2fea01d659a017f0c16b4194eca09d12aa9cf069d4e38d29824271bdae4dd,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2019-01-07
23-0039,PPD_23-0039.txt,0657505c3faa5ae361e014e9362a8483fa978f9d9c6fa831f670cff1ec8a3916,DEPARTMENTAL VIOLATIONS,0,negative,,1,False,2023-01-21
23-0040,PPD_23-0040.txt,494f6167596429a60fdb312e26f7382bad93e61a2da670e83de3eec84d9e230c,VERBAL ABUSE,0,negative,,1,False,2023-01-21
23-0041,PPD_23-0041.txt,51eac51778eec8b351b95bdc7d9d63e1a44674aead816c3da67854e9f239e711,LACK OF SERVICE,0,negative,,1,False,2022-10-12
23-0042,PPD_23-0042.txt,71e0e5934d3a620cd529d45f149c5f06cc98866b484cecd9ae1ec46066b4fe70,LACK OF SERVICE,0,negative,,1,False,2023-01-21
23-0043,PPD_23-0043.txt,9fc59b7fb630dfdf786a0a25ccdccf3616b522c51c01c11804f1e265804fbb5f,VERBAL ABUSE,0,negative,,2,False,2023-01-15
23-0044,PPD_23-0044.txt,ba67e79df2c5f32718ca2e0093012e998fbb64ff25d32e5ea33dcad2010ee4ea,UNPROFESSIONAL CONDUCT,0,negative,,3,True,2023-01-16
23-0045,PPD_23-0045.txt,10ec7569ab07a0af85f4a8c67849b3e841730c97188048678c340e4ca0d96d29,LACK OF SERVICE,0,negative,,1,False,2023-01-15
23-0046,PPD_23-0046.txt,fef40fdf2716b45f07436c95df2df0726acd7a0ba418ef6ba921fd260f7cd700,DEPARTMENTAL VIOLATIONS,0,negative,,2,False,
23-0047,PPD_23-0047.txt,e2cd3f3627c38e780f6d40f30b07ebeb8bd56852730784c324ee5ae3b98eefcf,DEPARTMENTAL VIOLATIONS,0,negative,,5,False,2022-12-30
23-0048,PPD_23-0048.txt,c49842746f9950ca3e7c6734713007426fd01a3e2e3afdf0136b40362f606c98,VERBAL ABUSE,0,negative,,2,False,2023-01-23
23-0049,PPD_23-0049.txt,6754cae4e301da93d4cd8eefe4854dbf620a5c7361ef60f00e4bf7f799d3221a,FORCE-TASER/CED/ECW,0,negative,,2,True,2022-12-29
23-0052,PPD_23-0052.txt,4fa519093c4baa334378ae740b406ee449d7f93d9d99e39175656405559089b2,LACK OF SERVICE,0,negative,,1,False,2023-01-14
23-0053,PPD_23-0053.txt,55497d383b61f83f3c09be53a6e3917e067f2fc04f76dc5b8be8ccdf5fb72bfd,HARASSMENT,0,negative,,3,True,2023-01-19
23-0054,PPD_23-0054.txt,d40a5c45a46ca351bbab946fefe4238a69e549c4ef659b7303c2cb1786d67519,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,2,True,
23-0055,PPD_23-0055.txt,9bd2e4bae9afdddc8a3737886d37fd46bd843f8ead0524b1b1d32f465c2c2b11,LACK OF SERVICE,0,negative,,1,False,2023-01-28
23-0056,PPD_23-0056.txt,c493ff722e4125acd22b790f91f19de326e6fbb09cae3cbb5f34012bc5c48dd5,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,4,True,2023-01-29
23-0057,PPD_23-0057.txt,8de1e3b492b99dbda9f1891c8c84280c728ea1e2d3d7f055ba3de7625f57753a,LACK OF SERVICE,0,negative,,1,False,2023-01-30
23-0058,PPD_23-0058.txt,d6a5bd83449d300eb5d84e1e550783b39ff63afbb6ebcb991bf8a657380030c3,LACK OF SERVICE,0,negative,,1,False,2023-01-30
23-0059,PPD_23-0059.txt,0110ac0b978f127a85a28a95c556544b45d136192325b4c8ab9d7e3cbd176bec,PHYSICAL ABUSE,0,negative,,6,False,2022-10-28
23-0060,PPD_23-0060.txt,8e27d456942dcd95801fd88fdbdeaaec7ed5772a96a3cb1e5380b9f5072e9c6e,CIVIL RIGHTS COMPLAINT,3,brady_adjacent,CIVIL RIGHTS COMPLAINT with sustained finding,4,True,2023-01-10
23-0061,PPD_23-0061.txt,dfecdab5af06f1cb05138874f085542c858089cd8c59c2e38e4d11e4f7bf688e,LACK OF SERVICE,0,negative,,7,True,2023-01-08
23-0062,PPD_23-0062.txt,6708fb63a9c961f9e0ad749d62174b236cecbcdf653119d03136d2814b5a8e72,VERBAL ABUSE,0,negative,,2,False,2022-09-06
23-0063,PPD_23-0063.txt,78f34194aa4e150a445a2d1bc49562e8a001457f5275eb11eb5b275e0c6f1f59,LACK OF SERVICE,0,negative,,4,False,2023-01-31
23-0064,PPD_23-0064.txt,11c2fe8298b0b04e0fc7b5e54e47fc2aa247b10f1cc31743fab503001b7902a2,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,5,True,2023-01-29
23-0065,PPD_23-0065.txt,15029d636c75c34d090856a2ce57b6938750c7b11d500c991df665447a18dc31,PHYSICAL ABUSE,3,brady_adjacent,PHYSICAL ABUSE with sustained finding,5,True,2023-02-04
23-0066,PPD_23-0066.txt,5fcc0f755ddb5e8825aa93c5a692cf7cf91aa139cc7d64384eb1de2760616c4b,PHYSICAL ABUSE,0,negative,,2,False,2023-02-07
23-0067,PPD_23-0067.txt,c8518ae687e7267fd64cb62dfa33f6686647fb32339348fefc964d371c83ee22,DEPARTMENTAL VIOLATIONS,0,negative,,4,True,2023-02-05
23-0068,PPD_23-0068.txt,ae0878116d172e2a0fa725331f57df1daabfa5928672b1922a9b155c95a8c73c,LACK OF SERVICE,0,negative,,1,False,2023-01-19
